name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
MEMEME,4.126e-06,275049.0,26007.0,66643182693.0,not verified,69420000000.0,69420000000.0,286510.0,4.121e-06,4.228e-06,0.0001067,2.588e-06,24575,1043.0
IL CAPO OF CRYPTO,8.706e-05,78457.0,25843.0,901163964.0,not verified,1000000000.0,1000000000.0,87062.0,8.684e-05,8.919e-05,0.03452,8.684e-05,25125,4369.0
Trump Pepe,0.002339,233928.0,24460.0,100000000.0,not verified,0.0,100000000.0,233928.0,0.002003,0.003038,0.09033,0.002003,31428,589.0
MELLSTROY,0.0005241,7389893.0,25380.0,14100000000.0,not verified,21000000000.0,,11006224.0,0.0005201,0.000574,0.001161,0.0001084,32016,389.0
Doge Inu,2.632e-09,1312167.0,25036.0,498491594059260.0,not verified,1000000000000000.0,1000000000000000.0,2632275.0,2.551e-09,2.847e-09,5.404e-09,1.149e-09,30977,363.0
Gnomy,0.0005164,516389.0,23042.0,1000000000.0,not verified,1000000000.0,1000000000.0,516389.0,0.000516,0.000601,0.002552,0.000516,32218,212.0
Silly Goose,0.00147,1393950.0,23234.0,948190805.0,not verified,948190805.0,,1393950.0,0.001467,0.001641,0.03259,0.001166,29805,1648.0
White Yorkshire,1.297e-07,194558.0,25715.0,1500000000000.0,not verified,1500000000000.0,1500000000000.0,194558.0,6.869e-08,1.316e-05,4.011e-05,6.869e-08,31866,665.0
Alux Jownes,0.0006555,0.0,23219.0,0.0,not verified,0.0,,0.0,0.000651,0.0008003,0.01024,0.0003988,31043,383.0
SAITAMA INU,0.001064,1064140.0,22342.0,1000000000.0,not verified,1000000000.0,1000000000.0,1064140.0,0.001026,0.001269,0.002467,0.0008184,32310,143.0
Buy the DIP,0.0006968,4877270.0,21639.0,7000000000.0,not verified,10000000000.0,10000000000.0,6967528.0,0.0006955,0.0007239,0.001397,0.0006554,31195,419.0
JEFF,0.003468,346812.0,21062.0,100000000.0,not verified,100000000.0,100000000.0,346812.0,0.002944,0.003635,0.2265,0.0003505,25019,1273.0
Boshi,0.000564,555533.0,20622.0,985000000.0,not verified,985000000.0,1000000000.0,563993.0,0.0005242,0.0006974,0.006667,0.0003411,30549,1199.0
KPOP,6.902e-05,534960.0,19387.0,7750355657.0,not verified,7750355657.0,,534960.0,6.886e-05,8.785e-05,0.0006952,2.52e-05,31122,130.0
cyberdoge,2.801e-06,163390.0,17074.0,58330867564.0,not verified,142530000000.0,142530000000.0,399240.0,2.799e-06,3.199e-06,0.0001419,1.72e-06,29351,2073.0
Speedy,3.66e-07,347673.0,18603.0,950000000000.0,not verified,1000000000000.0,1000000000000.0,365972.0,3.525e-07,3.979e-07,3.114e-05,3.525e-07,30697,12068.0
NORMUS,0.0009162,916218.0,18402.0,1000000000.0,not verified,1000000000.0,1000000000.0,916218.0,0.0009162,0.001064,7.28,0.0006418,31797,536.0
Baby Elon,3.367e-12,1414039.0,18134.0,4.2e+17,not verified,4.2e+17,4.2e+17,1414039.0,3.301e-12,3.507e-12,3.446e-11,1.541e-12,28987,7731.0
Solnic,0.001855,1762362.0,18657.0,949902895.0,not verified,949902895.0,,1762362.0,0.001774,0.002091,0.004414,0.0004458,29741,1167.0
FART COIN,1.2e-07,11996430.0,18906.0,100000000000000.0,not verified,100000000000000.0,100000000000000.0,11996430.0,1.199e-07,1.205e-07,1.013e-06,6.018e-09,25015,22245.0
NumberGoUpTech,4.813e-05,3174199.0,18021.0,65949000000.0,not verified,69420000000.0,69420000000.0,3341262.0,4.642e-05,5.324e-05,0.0007336,3.235e-05,29680,1466.0
Okayeg,2.118e-06,890900.0,17152.0,420690000000.0,not verified,420690000000.0,420690000000.0,890900.0,2.088e-06,2.288e-06,4.567e-05,2.049e-06,31386,6940.0
Peepo,1.847e-06,776907.0,18644.0,420690000000.0,not verified,420690000000.0,420690000000.0,776907.0,1.833e-06,2.325e-06,1.305e-05,9.989e-07,31630,252.0
ShibaInu On Solana,3.463e-05,172842.0,18114.0,4991618998.0,not verified,4991618998.0,,172842.0,2.771e-05,3.647e-05,0.0005072,2.041e-05,30105,1519.0
Candle Cat,0.00222,482749.0,18120.0,217484403.0,not verified,217484403.0,,482749.0,0.00211,0.002402,0.01754,0.001712,30555,442.0
Monkey,1.583e-09,666045.0,18236.0,420685309978037.0,not verified,420685309978037.0,,666045.0,1.489e-09,1.786e-09,8.165e-09,6.161e-10,29923,23002.0
wat,2.158e-07,90815.0,17619.0,420690000000.0,not verified,420690000000.0,420690000000.0,90815.0,1.961e-07,3.25e-07,3.296e-06,1.961e-07,32091,18050.0
Thomas,4.128e-05,412746.0,17048.0,9998209952.0,not verified,9998209952.0,10000000000.0,412820.0,3.895e-05,4.646e-05,6.518e-05,3.796e-05,32433,98.0
TradeBot,0.002691,2687452.0,17099.0,998621240.0,not verified,999684479.0,,2690313.0,0.002431,0.00287,0.00287,0.000566,31349,76.0
Tongue Cat,0.0002676,267640.0,17199.0,1000000000.0,not verified,1000000000.0,,267640.0,0.0002521,0.0003569,0.008994,0.0002521,30593,1027.0
Don't Buy Inu,0.0003879,561767.0,17016.0,1448127000.0,not verified,1448127000.0,2000000000.0,775853.0,0.0003579,0.0004756,0.02472,,22502,1175.0
Homer,4.186e-12,1758550.0,19046.0,4.2e+17,not verified,4.2e+17,4.2e+17,1758550.0,4.076e-12,4.554e-12,5.001e-11,1.639e-13,25081,19098.0
Big Bud,1.207e-09,508198.0,17157.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,508198.0,1.203e-09,1.629e-09,9.17e-09,1.203e-09,32124,190.0
Black Dragon,2.026e-08,1582248.0,15876.0,78098200000000.0,not verified,78098200000000.0,100000000000000.0,2025972.0,1.931e-08,2.208e-08,1603.12,1.42e-08,29627,3262.0
Simpson Harris,3.776e-10,158866.0,17315.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,158866.0,3.776e-10,7.439e-10,3.757e-09,2.247e-10,32438,10569.0
XTV,0.03728,372781.0,14085.0,9999014.0,not verified,9999014.0,,372781.0,0.03618,0.04207,0.05533,0.01074,31354,151.0
Fox,2.213e-07,93118.0,17488.0,420690000000.0,not verified,420690000000.0,420690000000.0,93118.0,2.213e-07,4.229e-07,4.59e-06,2.213e-07,32121,179.0
Vatra INU,0.001949,288474.0,15226.0,148000000.0,not verified,148000000.0,148000000.0,288474.0,0.001499,0.001951,0.007799,0.0012,30860,76.0
Boge,0.0004072,407239.0,9757.0,1000000000.0,not verified,1000000000.0,1000000000.0,407239.0,1.245e-07,0.0004541,0.01547,1.245e-07,30385,1548.0
Cardano,0.001054,1053552.0,11141.0,1000000000.0,not verified,1000000000.0,1000000000.0,1053552.0,0.001049,0.001176,0.01235,0.000254,28835,2542.0
BILLION•DOLLAR•CAT,0.01443,14430962.0,9874.0,1000000000.0,not verified,1000000000.0,,14430962.0,0.01394,0.02021,0.1663,0.01394,31668,1275.0
Pepega,3.049e-07,128275.0,14643.0,420690000000.0,not verified,420690000000.0,,128275.0,1.636e-07,3.049e-07,9.177e-06,1.542e-07,31418,379.0
Save America,0.0003746,374634.0,14584.0,1000000000.0,not verified,1000000000.0,1000000000.0,374634.0,0.0003379,0.0005023,0.007097,0.0003379,30160,971.0
Wenwifhat,0.0009934,99342.0,14340.0,100000000.0,not verified,100000000.0,,99342.0,0.0008046,0.001202,0.01316,0.0002748,29886,11114.0
Meow,3.07e-05,307005.0,14064.0,9999999870.0,not verified,0.0,9999999870.0,307005.0,3.063e-05,5.433e-05,0.0001574,3.063e-05,32189,83.0
Crypto Villains,0.0003988,1616495.0,14057.0,4053005489.0,not verified,4053005489.0,4053005489.0,1616495.0,0.0003957,0.0004029,0.1874,0.0002219,27394,163.0
Rex,0.0005604,56041.0,14112.0,99999999.0,not verified,99999999.0,,56041.0,0.0005598,0.0008351,0.03872,0.0004748,30187,532.0
Crypto Rangers,2.894e-05,232810.0,13758.0,8045311447.0,not verified,8045311447.0,8045311447.0,232810.0,6.814e-06,3.128e-05,0.0009346,6.814e-06,26814,394.0
Grimace,5.47,5474684.0,13878.0,1000000.0,not verified,1000000.0,1000000.0,5474684.0,5.47,5.91,24.89,4.69,30045,4398.0
Pepe on Sol,3.385e-10,142400.0,13308.0,420690000000000.0,not verified,420690000000000.0,,142400.0,3.216e-10,4.512e-10,2.14e-09,2.738e-10,31587,393.0
DOGGO,4.75e-09,47499.0,12598.0,10000000000000.0,not verified,100000000000000.0,,474987.0,4.733e-09,5.064e-09,2.724e-07,4.975e-10,23230,4500.0
LOAF CAT,1.414e-06,141361.0,13113.0,100000000000.0,not verified,100000000000.0,,141361.0,1.365e-06,1.773e-06,0.0002801,9.314e-07,29707,7227.0
Satellite Doge-1 Mission,0.0008709,870905.0,11815.0,1000000000.0,not verified,1000000000.0,1000000000.0,870905.0,0.0007325,0.0008709,0.01579,0.0002554,28448,6858.0
FreeTrump,0.002939,293893.0,12411.0,100000000.0,not verified,100000000.0,100000000.0,293893.0,1.097e-06,0.003112,0.0755,1.097e-06,24615,1063.0
CHURRO-The Jupiter Dog,0.000261,260617.0,12345.0,998591787.0,not verified,1000000000.0,,260984.0,0.0002602,0.0003243,0.005356,0.0001697,29217,743.0
King Of Meme,2.876e-08,3137608.0,11585.0,109100000000000.0,not verified,109100000000000.0,109100000000000.0,3137608.0,2.818e-08,2.971e-08,1.159e-07,2.544e-08,31772,3018.0
GameBoy,0.0005155,513425.0,12262.0,996003277.0,not verified,1000000000.0,,515485.0,0.0004515,0.000586,0.00204,0.0001088,29804,513.0
Burnsdefi,0.02211,464242.0,10988.0,21000000.0,not verified,21000000.0,,464242.0,0.01967,0.02915,3.39,0.01967,29224,6187.0
Marv,9.061e-10,381196.0,11834.0,420690000000000.0,not verified,420690000000000.0,,381196.0,8.442e-10,1.23e-09,6.576e-09,3.157e-10,31567,397.0
Brett's cat,0.0003888,371056.0,11599.0,954330579.0,not verified,954330579.0,1000000000.0,388813.0,0.000296,0.0003888,0.002546,0.0002452,31919,389.0
FlokiFork,2.661e-08,239462.0,11397.0,9000000000000.0,not verified,10000000000000.0,10000000000000.0,266069.0,2.052e-08,3.016e-08,3.263e-06,2.052e-08,29312,1541.0
TRUMP,1.573e-05,739136.0,10345.0,46999000000.0,not verified,46999000000.0,,739136.0,6.192e-06,1.694e-05,0.0001394,6.192e-06,29382,2339.0
Damoon Coin,0.04175,2922417.0,15014.0,70000000.0,not verified,100000000.0,100000000.0,4174881.0,0.04175,0.04379,0.1665,0.04175,31474,101.0
Wif - SecondChance,0.0002515,201207.0,10899.0,799999998.0,not verified,799999998.0,,201207.0,0.0002505,0.0002996,0.002546,0.0001798,31817,281.0
SPONGE,9.387e-05,3792366.0,10884.0,40400000000.0,not verified,150000000000.0,150000000000.0,14080567.0,9.307e-05,0.0001046,0.004217,7.346e-05,29354,3801.0
FREN,5.457e-06,2292109.0,10722.0,420069000000.0,not verified,388607709386.0,420069000000.0,2292109.0,5.457e-06,5.963e-06,1.638e-05,5.457e-06,29791,395.0
Taylor Swift's Cat BENJI,0.0004112,410823.0,10782.0,999134766.0,not verified,999377160.0,,410923.0,0.0003953,0.000501,0.01104,0.000335,30029,1133.0
Wolf Wif,0.0003238,323779.0,9716.0,1000000000.0,not verified,1000000000.0,,323779.0,0.0003204,0.0003798,0.08322,0.0002461,29730,10547.0
Buttercat,0.001509,1508627.0,12262.0,1000000000.0,not verified,1000000000.0,1000000000.0,1508627.0,0.001282,0.002155,0.002565,0.001282,32473,76.0
Simpson Predictions,4.652e-13,19568.0,9294.0,4.2069e+16,not verified,4.2069e+16,4.2069e+16,19568.0,4.213e-13,5.833e-13,4.654e-11,4.213e-13,32430,10611.0
Sealwifhat,0.0004173,410279.0,9268.0,983152451.0,not verified,999852451.0,,417248.0,0.0004114,0.0004905,0.03251,0.000265,29795,3054.0
WASSIE,2.362e-06,1617737.0,10231.0,684891192789.0,not verified,684891192789.0,,1617737.0,2.36e-06,2.673e-06,3.968e-05,2.438e-07,24974,3483.0
BABYTRUMP,0.588,58796.0,11356.0,100000.0,not verified,100000.0,100000.0,58796.0,0.5094,0.5881,5.05,0.4843,32166,76.0
Chooky,0.0002739,2739375.0,9177.0,10000000000.0,not verified,10000000000.0,10000000000.0,2739375.0,0.0002738,0.0002955,0.22,0.000188,27989,425.0
Fronk,1.035e-08,0.0,8150.0,0.0,not verified,50983263062840.0,,527904.0,1.035e-08,1.202e-08,1.952e-07,5.199e-10,23179,5675.0
Wiki Cat,4.815e-09,2730199.0,9279.0,567000000000000.0,not verified,700000000000000.0,1000000000000000.0,4815167.0,4.752e-09,4.947e-09,4.047e-08,5.71e-11,20700,38497.0
Red The Mal,0.003442,343125.0,9044.0,99680315.0,not verified,99680315.0,,343125.0,0.00333,0.004202,0.0656,0.00333,29854,502.0
Landwolf,0.008288,3486651.0,8963.0,420690000.0,not verified,420690000.0,420690000.0,3486651.0,0.008223,0.008957,0.058,0.006208,30360,1129.0
The Republican Party,3.12e-05,252128.0,8453.0,8081000000.0,not verified,8081000000.0,8081000000.0,252128.0,3.12e-05,3.518e-05,0.000374,1.637e-05,32267,83.0
Bogdanoff,1.722e-09,516590.0,8917.0,300000000000000.0,not verified,300000000000000.0,300000000000000.0,516590.0,1.722e-09,2.029e-09,1.214e-08,2.859e-10,24731,835.0
BIRDDOG,9.803e-07,412407.0,7804.0,420690000000.0,not verified,0.0,420690000000.0,412407.0,9.803e-07,1.086e-06,1.868e-05,3.779e-07,31007,1749.0
Grok Cat,0.0001854,778859.0,9676.0,4200000000.0,not verified,4200000000.0,4200000000.0,778859.0,0.0001824,0.000206,0.001314,0.00017,30477,20990.0
yotoshi,1.7e-06,476120.0,8734.0,280000000000.0,not verified,280000000000.0,,476120.0,1.616e-06,1.763e-06,1.83e-05,1.883e-07,28994,1319.0
Hachi,1.139e-09,968244.0,8778.0,849998943779670.0,not verified,849998943779670.0,888000000000000.0,1011532.0,1.124e-09,1.203e-09,1.914e-08,2.082e-10,26832,1133.0
Dwarfy,1.149e-07,10029.0,8622.0,87299733212.0,not verified,420690000000.0,420690000000.0,48328.0,1.149e-07,1.423e-07,3.077e-06,9.409e-08,32161,204.0
Golazo,0.000226,226027.0,8526.0,1000000000.0,not verified,1000000000.0,,226027.0,0.000226,0.0002706,0.05488,0.000226,30903,1150.0
Myra,0.001004,1003633.0,7432.0,999943988.0,not verified,999943988.0,,1003633.0,0.0009769,0.001147,0.02009,0.000578,29029,4957.0
Trump Pepe,1.058e-09,444277.0,7374.0,420000000000000.0,not verified,420000000000000.0,,444277.0,1.023e-09,1.155e-09,2.045e-08,2.247e-10,29891,13091.0
Bullish Trump Coin,9.827e-08,41340.0,8359.0,420690000000.0,not verified,420690000000.0,420690000000.0,41340.0,8.272e-08,1.248e-07,1.407e-05,7.843e-08,32295,216.0
Toad Killer,7.483e-09,0.0,8255.0,0.0,not verified,420690000000000.0,420690000000000.0,3147898.0,7.483e-09,7.753e-09,4.113e-08,2.902e-09,25177,704.0
Bonk on Base,5.104e-09,510383.0,8223.0,100000000000000.0,not verified,100000000000000.0,,510383.0,5.097e-09,5.666e-09,1.344e-07,4.023e-09,30674,5778.0
POΞ,1.732e-05,17317.0,7098.0,1000000000.0,not verified,1000000000.0,1000000000.0,17317.0,1.732e-05,2.184e-05,0.0002459,1.482e-05,32201,95.0
SUKUYANA,6.489e-10,231283.0,7833.0,356400000000000.0,not verified,490000000000000.0,990982999999989.0,643090.0,6.292e-10,6.738e-10,1.575e-09,6.292e-10,30731,294.0
TUCKER CARLSON,2.431e-06,193450.0,7656.0,79560000000.0,not verified,79560000000.0,79560000000.0,193450.0,2.431e-06,3.113e-06,9.392e-05,2.431e-06,29199,756.0
DogePome,1.412e-10,104041.0,7651.0,737030499123764.0,not verified,1000000000000000.0,,141163.0,1.313e-10,1.82e-10,1.039e-08,1.263e-10,28487,369.0
SIUUU,0.008655,864778.0,7535.0,99911453.0,not verified,99911453.0,99911453.0,864778.0,0.007549,0.008859,0.03648,0.0007749,32396,62.0
Melania Trump,0.009543,448521.0,7542.0,47000000.0,not verified,47000000.0,47000000.0,448521.0,0.009122,0.009981,0.1786,0.004044,29844,823.0
Champz,0.002946,2946303.0,7506.0,1000000000.0,not verified,1000000000.0,1000000000.0,2946303.0,0.00288,0.003115,0.009413,8.827e-05,26958,2740.0
Kuma Inu,2.921e-09,346883.0,7439.0,118750167011962.0,not verified,500000000000000.0,1000000000000000.0,2921118.0,2.896e-09,3.069e-09,1.002e-06,,10394,482812.0
KeyOfLife Multichain Store Of Value,0.8102,1579769.0,7353.0,1949741.0,not verified,5413869.0,50000000.0,40512293.0,0.7646,0.8558,1.44,0.706,29994,104.0
Uranus (SOL),9.097e-05,909600.0,7781.0,9999384814.0,not verified,9999384814.0,,909600.0,7.589e-07,0.0001042,0.002952,7.589e-07,29231,2159.0
TONY THE DUCK,0.001149,1148848.0,6764.0,1000000000.0,not verified,1000000000.0,1000000000.0,1148848.0,1.924e-06,0.001195,0.01044,1.924e-06,30123,1128.0
Baby Solana,0.004835,308081.0,7333.0,63723146.0,not verified,63723146.0,,308081.0,0.004749,0.005421,0.2257,0.003786,29846,2625.0
Everybody Holds,6.303e-05,1757388.0,7421.0,27880000000.0,not verified,27880000000.0,27880000000.0,1757388.0,6.266e-05,7.021e-05,0.0003981,4.053e-05,29253,319.0
Sussy Baka Impostor,9.404e-05,94028.0,7672.0,999902470.0,not verified,999902470.0,,94028.0,9.055e-05,0.0001801,0.002022,1.411e-05,30292,218.0
batcat,0.0001502,150228.0,8043.0,999939377.0,not verified,1000000000.0,,150237.0,0.0001502,0.0001854,0.0007217,0.0001349,31652,119.0
Big Mike,0.01113,1112799.0,6950.0,100000000.0,not verified,100000000.0,100000000.0,1112799.0,0.009807,0.01115,0.06288,0.007348,31394,156.0
Bretta (Brett’s Wife),0.0003031,303138.0,7136.0,1000000000.0,not verified,1000000000.0,1000000000.0,303138.0,0.0003031,0.0003847,0.0004357,0.0002366,32309,114.0
Landwolf,1.515e-06,492277.0,7200.0,325001519188.0,not verified,325001519188.0,325001519188.0,492277.0,1.508e-06,1.615e-06,0.0004285,1.354e-06,30780,765.0
Choppy,2.091e-06,209117.0,7395.0,100000000000.0,not verified,100000000000.0,100000000000.0,209117.0,1.564e-06,2.161e-06,1.951e-05,4.235e-07,29654,440.0
MOGGO,0.06693,199252.0,6712.0,2977151.0,not verified,3307946.0,,221392.0,0.06495,0.07673,0.2827,0.04379,30445,219.0
Dog Wif Nunchucks,0.003522,3522152.0,6518.0,1000000000.0,not verified,1000000000.0,1000000000.0,3522152.0,0.003397,0.004031,0.04274,0.003071,28765,6191.0
Poncho,0.06141,614117.0,6579.0,10000000.0,not verified,10000000.0,10000000.0,614117.0,0.05996,0.06738,0.5836,0.05996,30531,629.0
MoonBoys,1.996e-05,459002.0,6673.0,23000000000.0,not verified,0.0,23000000000.0,459002.0,1.704e-05,2.625e-05,0.0005135,1.704e-05,31920,383.0
Queen of Engrand,0.0001714,171442.0,6542.0,1000000000.0,not verified,1000000000.0,,171442.0,0.0001712,0.0002401,0.004882,0.0001525,30590,363.0
Fottie,1.369e-06,575995.0,6457.0,420690000000.0,not verified,420690000000.0,420690000000.0,575995.0,1.369e-06,1.533e-06,1.67e-05,1.175e-06,29888,702.0
Tomwifhat,0.001171,234173.0,6235.0,200000000.0,not verified,450000000.0,1000000000.0,1170863.0,0.001033,0.001667,0.05775,0.001002,31141,576.0
Doomer,0.0009479,947902.0,6230.0,1000000000.0,not verified,1000000000.0,1000000000.0,947902.0,0.0009459,0.001022,0.002396,0.0002508,31253,411.0
StreamerInu,0.0003002,450237.0,6116.0,1500000000.0,not verified,1500000000.0,1500000000.0,450237.0,8.365e-06,0.0003007,0.03075,8.365e-06,18616,1028.0
NOOT (Ordinals),0.0008222,822205.0,6195.0,1000000000.0,not verified,1000000000.0,1000000000.0,822205.0,0.0007906,0.0008478,0.004976,8.896e-05,25162,4030.0
DICAPRIO CHEERS,0.000607,273149.0,6147.0,450000000.0,not verified,1000000000.0,,606998.0,0.0005966,0.0006926,0.002807,0.0003906,30874,873.0
JIZZUS CHRIST,2.875e-07,287528.0,6066.0,999952124021.0,not verified,999952124021.0,,287528.0,2.857e-07,4.503e-07,1.601e-06,2.154e-07,30415,746.0
Ribbit,1.647e-09,692785.0,6095.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,692785.0,1.634e-09,1.837e-09,9.197e-08,4.435e-10,25014,3664.0
YES Money,4.14,0.0,6658.0,0.0,not verified,64493483.0,,266951878.0,4.06,4.15,7.07,3.16,29620,1020.0
CATEX,4.547e-06,1364096.0,5859.0,300000000000.0,not verified,1000000000000.0,1000000000000.0,4546987.0,4.393e-06,4.547e-06,1.364e-05,2.438e-06,30209,1056.0
MoonTrump,0.0008307,829652.0,6016.0,998786400.0,not verified,0.0,998786400.0,829653.0,0.000821,0.0009023,0.005546,0.0008006,31846,149.0
KNOB$,1.548e-05,154813.0,5804.0,9999632042.0,not verified,9999632042.0,,154813.0,1.405e-05,1.571e-05,0.0001334,1.405e-05,30249,237.0
Didi Duck,0.0003114,311412.0,5221.0,1000000000.0,not verified,0.0,,0.0,0.0003018,0.0003236,0.001177,0.0003018,31815,276.0
Solamander,0.0001931,193110.0,5522.0,1000000000.0,not verified,1000000000.0,,193110.0,0.0001931,0.0002301,0.003921,0.0001056,29902,930.0
pepewifhat,4.644e-06,322402.0,5457.0,69420000000.0,not verified,69420000000.0,,322402.0,4.464e-06,5.08e-06,7.674e-05,4.574e-07,28892,1504.0
XRPCHAIN,0.1155,1155249.0,5381.0,10000000.0,not verified,10000000.0,10000000.0,1155249.0,0.05181,0.4008,507.15,0.0005738,27741,2258.0
LONG,271.02,2710197.0,5367.0,10000.0,not verified,10000.0,10000.0,2710197.0,271.02,288.3,872.14,271.02,30866,89.0
Fishkoin,1.245e-07,2613497.0,3660.0,21000000000000.0,not verified,21000000000000.0,21000000000000.0,2613497.0,1.241e-07,1.389e-07,5.199e-07,1.061e-07,30422,36732.0
UpSideDownCat,4.436e-05,0.0,5316.0,0.0,not verified,8000000000.0,,354852.0,4.356e-05,5.535e-05,0.003813,2.82e-05,29625,662.0
Simpson Trump,1.643e-13,69024.0,5721.0,4.2e+17,not verified,4.2e+17,4.2e+17,69024.0,1.374e-13,1.855e-13,1.495e-12,9.008e-14,32305,10422.0
Wifejak,0.0004923,492284.0,4358.0,999998659.0,not verified,999998659.0,,492284.0,0.0004794,0.0005505,0.006343,0.0001952,30868,137.0
CRYPTO,0.005608,56075.0,6304.0,10000000.0,not verified,10000000.0,10000000.0,56075.0,0.005073,0.005968,0.151,0.004011,27850,339.0
ROCKY,0.000892,445989.0,5255.0,500000000.0,not verified,1000000000.0,1000000000.0,891978.0,0.000892,0.0009622,0.0719,0.0006353,31048,1017.0
Funassyi,1.315e-08,55303.0,5194.0,4206716713850.0,not verified,0.0,,0.0,1.315e-08,4.81e-08,1.389e-07,8.831e-09,29984,157.0
Bonk of America,0.0001965,196466.0,4341.0,1000000000.0,not verified,944938449.0,,185648.0,0.0001957,0.0002263,0.002681,0.0001646,30539,243.0
Pepe AI,2.401e-13,0.0,5341.0,1000000000.0,not verified,1000000000.0,1000000000.0,0.0,2.119e-13,3.2e-13,0.0002199,1.031e-13,29747,773.0
GROK CEO,1.19e-12,499647.0,4909.0,4.2e+17,not verified,4.2e+17,4.2e+17,499647.0,1.14e-12,1.201e-12,2.564e-11,1.107e-12,29048,49928.0
Epep,0.0003748,374839.0,5024.0,1000000000.0,not verified,1000000000.0,,374839.0,0.0003643,0.0004865,0.009639,2.932e-05,29907,1031.0
Baby PeiPei,1.849e-10,77796.0,5854.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,77796.0,1.559e-10,1.891e-10,7.322e-10,1.282e-10,32338,1212.0
CULO,1.206e-06,1206372.0,4906.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,1206372.0,1.134e-06,1.252e-06,4.637e-05,7.865e-07,29332,3817.0
